    distorted,  0.300000012     ,   5.00000007E-02
           1 , -0.500000000     ,  0.293400019    
           2 , -0.449999988     ,   5.42500615E-02
           3 , -0.400000006     ,  0.281599939    
           4 , -0.349999994     ,   1.05375004    
           5 , -0.300000012     ,  0.231999964    
           6 , -0.250000000     ,   1.07675004    
           7 , -0.199999988     ,   1.30650008    
           8 , -0.150000006     ,  0.896350026    
           9 ,  -9.99999940E-02 ,  0.478100032    
          10 ,  -4.99999821E-02 ,   4.59075022    
          11 ,   0.00000000     ,   1.07830000    
          12 ,   5.00000119E-02 ,  0.427849948    
          13 ,  0.100000024     ,  0.917699933    
          14 ,  0.150000036     ,   1.44174993    
          15 ,  0.199999988     ,  0.798799992    
          16 ,  0.250000000     ,  0.535049975    
          17 ,  0.300000012     ,  0.728500009    
          18 ,  0.350000024     ,  0.719449997    
          19 ,  0.400000036     ,  0.617699921    
          20 ,  0.449999988     ,  0.218649983    
          21 ,  0.500000000     ,  0.497900009    
          22 ,  0.550000072     ,  0.806249917    
          23 ,  0.600000024     ,  0.522400022    
          24 ,  0.649999976     ,  -9.92499888E-02
          25 ,  0.700000048     ,  0.637499928    
          26 ,  0.750000000     ,  0.122950003    
          27 ,  0.800000072     ,   3.21200037    
          28 ,  0.850000024     ,  0.566550016    
          29 ,  0.899999976     ,  0.246399999    
          30 ,  0.950000048     , -0.117849931    
          31 ,   1.00000000     ,  0.238200024    
          32 ,   1.05000007     ,  0.527050018    
          33 ,   1.10000002     ,   4.40000668E-02
          34 ,   1.14999998     ,  -8.65500271E-02
          35 ,   1.20000005     , -0.156799853    
          36 ,   1.25000000     ,   3.50674987    
          37 ,   1.30000007     ,  0.806699872    
          38 ,   1.35000002     ,  0.396250397    
          39 ,   1.39999998     ,  0.524300277    
          40 ,   1.45000005     ,  0.306450099
